Xacc,Yacc,Zacc,Xvel,Yvel,Zvel
-0.033203125,-0.1478271484375,1.0152587890625,-12.560976028442383,-31.219512939453125,0.6707317233085632
-0.0289306640625,-0.167724609375,1.0184326171875,-11.341464042663574,-31.219512939453125,0.7317073345184326
-0.0133056640625,-0.184814453125,1.054931640625,-5.97560977935791,-31.219512939453125,0.9146341681480408
0.1417236328125,-0.2177734375,1.30078125,-10.54878044128418,-15.609756469726562,1.4634146690368652
0.1075439453125,-0.1812744140625,1.0389404296875,-15.914634704589844,15.609756469726562,1.2804877758026123
-0.0421142578125,-0.1480712890625,0.8685302734375,3.7804877758026123,31.158536911010742,-2.1341464519500732
-0.0938720703125,0.079345703125,0.4803466796875,2.012195110321045,31.219512939453125,6.341463565826416
-0.499267578125,-0.3297119140625,1.716552734375,-36.40243911743164,15.54878044128418,-5.54878044128418
-0.1405029296875,0.118408203125,1.0584716796875,10.914634704589844,-31.34146499633789,-16.707317352294922
0.2386474609375,-0.2086181640625,1.2828369140625,10.731707572937012,15.609756469726562,5.0
0.125244140625,0.00048828125,1.1204833984375,-8.231707572937012,-31.158536911010742,17.19512176513672
0.19775390625,0.138427734375,0.896240234375,-2.4390244483947754,0.0,12.62195110321045
-0.494873046875,-0.470703125,1.798095703125,-27.012195587158203,-15.670732498168945,-1.8292683362960815
0.0926513671875,0.0042724609375,0.8162841796875,3.353658676147461,15.54878044128418,-10.97560977935791
-0.32275390625,0.1431884765625,0.9359130859375,8.90243911743164,-0.060975611209869385,-3.5365853309631348
-0.887451171875,-0.5540771484375,1.152099609375,-21.341463088989258,109.20732116699219,-4.390244007110596
0.0418701171875,-0.0489501953125,0.6435546875,6.219512462615967,15.487805366516113,-18.170732498168945
0.1063232421875,0.191650390625,1.234130859375,29.817073822021484,62.3780517578125,-8.231707572937012
0.51953125,-0.2802734375,1.6302490234375,-14.695122718811035,-78.17073059082031,-26.524391174316406
-0.2166748046875,-0.1954345703125,1.03271484375,-8.231707572937012,31.09756088256836,-29.817073822021484
-0.195556640625,-0.0067138671875,0.6932373046875,25.914634704589844,-31.219512939453125,6.7682929039001465
-0.3494873046875,-0.30517578125,0.5511474609375,-61.219512939453125,46.95122146606445,40.975608825683594
0.48583984375,-0.07080078125,0.65478515625,-4.512195110321045,-93.59756469726562,24.14634132385254
-0.0260009765625,0.054443359375,0.948974609375,6.7682929039001465,46.76829528808594,-9.45121955871582
-0.2513427734375,-0.360595703125,1.0635986328125,-8.658536911010742,109.08536529541016,-42.13414764404297
-0.1025390625,-0.1976318359375,0.7220458984375,-9.817073822021484,15.54878044128418,-3.2926828861236572
